7,8552246
8,459473
7,0495605
8,963013
10,574341
3,3233643
10,675049
4,5318604
9,768677
13,494873
15,005493
9,768677
14,703369
14,300537
17,019653
16,21399
13,998413
15,005493
15,811157
13,696289
18,630981
14,602661
13,394165
10,171509
8,761597
14,703369
5,6396484
7,4523926
5,7403564
10,171509
10,775757
11,984253
4,9346924
8,761597
8,358765
7,4523926
12,286377
9,869385
8,560181
7,8552246
10,876465
9,869385
8,560181
2,9205322
7,2509766
3,9276123
-0,10070801
-1,7120361
6,7474365
8,157349
6,0424805
15,710449
15,811157
8,862305
11,178589
10,171509
16,818237
15,005493
12,387085
11,782837
12,588501
7,8552246
11,984253
9,164429
8,358765
4,6325684
6,5460205
10,372925
0,70495605
6,4453125
7,6538086
7,7545166
-2,6184082
5,1361084
4,8339844
2,1148682
3,8269043
5,3375244
4,9346924
3,7261963
8,761597
4,9346924
-0,70495605
12,084961
3,4240723
10,574341
6,1431885
5,7403564
8,358765
8,157349
9,063721
6,9488525
3,5247803
8,560181
9,667969
8,358765
6,4453125
7,8552246
-2,6184082
-0,70495605
4,2297363
5,7403564
7,8552246
6,8481445
4,6325684
7,1502686
12,084961
10,977173
10,473633
5,2368164
7,5531006
8,157349
8,157349
9,365845
7,0495605
3,9276123
14,199829
10,574341
3,2226562
4,0283203
6,4453125
5,9417725
-0,30212402
3,3233643
3,6254883
0,60424805
0,9063721
3,3233643
8,761597
4,9346924
3,7261963
-1,5106201
0,30212402
-0,20141602
5,0354004
8,056641
8,358765
6,6467285
0,9063721
4,7332764
8,761597
3,4240723
6,9488525
12,487793
6,0424805
2,1148682
6,9488525
0,30212402
2,1148682
3,6254883
-0,9063721
0,70495605
-1,3092041
4,2297363
10,171509
2,9205322
1,4099121
11,883545
-2,7191162
-4,1290283
-2,6184082
-2,9205322
7,8552246
2,5177002
-0,10070801
4,4311523
4,7332764
6,6467285
6,1431885
8,761597
8,560181
4,1290283
-1,8127441
12,286377
12,689209
8,560181
9,365845
7,2509766
7,2509766
6,9488525
11,883545
3,0212402
9,466553
7,9559326
9,667969
16,918945
15,609741
12,991333
6,8481445
-0,30212402
-7,5531006
-12,890625
-4,8339844
-2,2155762
-6,0424805
2,0141602
-4,7332764
-2,8198242
-3,9276123
-0,9063721
-2,5177002
-1,5106201
-1,0070801
2,0141602
3,6254883
3,2226562
1,4099121
5,9417725
0,70495605
3,2226562
3,3233643
4,7332764
3,2226562
1,2084961
1,7120361
5,7403564
-1,1077881
6,7474365
10,171509
6,2438965
8,660889
8,358765
7,8552246
3,7261963
3,5247803
9,768677
6,1431885
8,056641
8,963013
8,862305
5,2368164
4,1290283
2,8198242
6,4453125
2,4169922
1,8127441
-1,1077881
1,4099121
12,387085
8,358765
8,258057
4,6325684
2,3162842
-0,10070801
-11,077881
-12,789917
-11,984253
-13,796997
-9,567261
-6,8481445
-0,9063721
3,7261963
2,3162842
5,9417725
6,1431885
13,192749
5,3375244
6,8481445
1,7120361
-3,7261963
4,2297363
1,8127441
3,0212402
4,1290283
6,1431885
2,9205322
4,8339844
8,358765
5,3375244
3,0212402
5,7403564
5,0354004
-2,4169922
5,2368164
6,4453125
2,8198242
0,40283203
-0,70495605
-0,10070801
-3,2226562
-1,5106201
-0,50354004
0,20141602
4,3304443
-2,9205322
-6,3446045
-6,3446045
2,4169922
0,30212402
3,3233643
4,1290283
3,2226562
4,0283203
10,574341
11,682129
12,890625
9,365845
-2,2155762
1,4099121
2,8198242
-3,4240723
4,2297363
0,70495605
3,8269043
2,6184082
-1,7120361
0,80566406
-0,70495605
4,1290283
1,7120361
1,2084961
-1,1077881
-1,2084961
0,80566406
1,8127441
2,0141602
5,3375244
8,258057
16,616821
10,171509
6,9488525
5,3375244
10,372925
6,5460205
3,5247803
-0,10070801
3,3233643
5,6396484
-4,0283203
-0,9063721
-2,4169922
0,60424805
6,8481445
6,6467285
-3,5247803
9,970093
4,4311523
-3,5247803
-7,1502686
-5,0354004
-1,5106201
-3,4240723
-0,70495605
-0,30212402
4,1290283
5,8410645
-1,1077881
-0,10070801
0,10070801
5,5389404
-0,70495605
-1,5106201
-5,7403564
-4,3304443
-6,2438965
-0,30212402
9,667969
1,6113281
-0,50354004
-2,3162842
-0,30212402
-0,30212402
4,2297363
0,50354004
0,9063721
-1,2084961
1,7120361
-0,10070801
2,3162842
-0,70495605
-2,9205322
0
1,1077881
0,9063721
2,6184082
10,574341
8,862305
7,6538086
-6,3446045
-1,8127441
2,5177002
3,7261963
-1,6113281
0,9063721
3,2226562
1,9134521
-3,1219482
-1,8127441
-2,7191162
-1,9134521
-3,8269043
-1,3092041
0,50354004
3,3233643
-0,70495605
-2,8198242
-0,9063721
-2,4169922
-1,9134521
0,70495605
-2,9205322
0,10070801
-10,272217
-8,862305
-2,1148682
-0,80566406
-3,0212402
-0,80566406
-14,099121
-4,9346924
1,5106201
3,9276123
1,3092041
0,30212402
-1,5106201
-5,7403564
0,50354004
0,20141602
1,1077881
8,157349
-2,3162842
0
4,0283203
3,0212402
2,5177002
2,9205322
1,9134521
0,80566406
3,7261963
-2,6184082
-2,3162842
-4,2297363
-1,5106201
-5,1361084
-5,7403564
0
-1,5106201
0,70495605
1,8127441
0,10070801
0,9063721
-6,3446045
0,30212402
-0,50354004
-4,5318604
-0,10070801
-3,9276123
-6,1431885
-5,7403564
-5,9417725
-5,5389404
2,2155762
-1,4099121
-13,394165
-3,0212402
0,10070801
1,4099121
1,3092041
2,0141602
7,0495605
1,9134521
0,20141602
0,30212402
2,2155762
7,5531006
3,1219482
-3,5247803
-6,0424805
-3,6254883
-5,0354004
-2,6184082
