Samples
-421,1609
-437,87842
-439,18762
-442,6117
-439,18762
-450,97046
-459,0271
-461,94763
-661,3495
7,1502686
4,1290283
-3,4240723
-2,4169922
-14,501953
-421,1609
-437,87842
-439,18762
-442,6117
-439,18762
-450,97046
-459,0271
-461,94763
-661,3495
-1110,3058
-1352,9114
-1483,429
-1528,3447
-1525,4242
-1360,6659
-1289,9689
-1210,2081
-1131,7566
-1057,7362
3144,406
1847,5891
-982,91016
-915,03296
-844,63806
-784,01184
-732,34863
-680,1819
-640,80505
-517,53845
-493,36853
-463,35754
-444,32373
-418,13965
3144,3054
1746,4783
-399,8108
-376,74866
-361,44104
-344,5221
-341,19873
-334,14917
-323,77625
-300,6134
-296,08154
-293,161
-292,55676
-292,9596
3144,3054
1744,867
-290,3412
-290,3412
-292,15393
-293,36243
-286,9171
-287,62207
-278,15552
-264,0564
-260,2295
-256,10046
-244,92188
-235,35461
3144,3054
1778,302
-229,21143
-223,7732
-216,42151
-205,0415
-195,27283
-192,05017
-189,12964
-164,7583
-161,0321
-169,59229
-169,693
-162,54272
3144,3054
1752,9236
-164,25476
-168,38379
-167,276
-174,7284
-177,44751
-187,21619
-183,5907
-197,89124
-204,9408
-213,50098
-222,26257
-237,97302
3144,3054
1771,8567
-247,33887
-265,2649
-273,0194
-276,94702
-271,91162
-261,33728
-257,8125
-248,04382
-232,23267
-216,82434
-214,50806
-205,54504
3144,3054
1746,4783
-200,40894
-194,36646
-186,81335
-185,50415
-176,94397
-179,15955
-181,37512
-172,61353
-176,94397
-176,64185
-183,48999
-186,81335
3144,3054
1752,9236
-189,63318
-197,08557
-194,76929
-209,37195
-207,5592
-204,03442
-210,58044
-227,80151
-234,04541
-227,49939
-233,44116
-227,09656
3144,3054
1746,4783
-228,70789
-232,7362
-226,79443
-231,12488
-231,52771
-230,31921
-231,22559
-173,92273
-170,80078
-163,04626
-159,42078
-162,64343
-160,9314
-157,30591
-168,4845
-165,36255
-164,95972
-178,85742
-183,38928
-180,26733
-184,49707
-190,03601
-196,2799
-200,0061
-187,21619
-191,84875
-195,37354
-204,13513
-207,35779
-213,60168
-211,08398
-215,21301
-216,62292
-217,22717
-222,6654
-223,26965
-221,96045
-225,58594
-225,88806
-228,10364
-225,0824
-215,31372
-203,22876
-198,7976
-186,61194
-183,28857
-178,35388
-171,90857
-154,88892
-146,53015
-143,91174
-145,42236
-146,32874
-150,75989
-151,46484
-148,54431
-153,57971
-155,49316
-165,86609
-163,04626
-172,10999
-174,42627
-184,8999
-177,64893
-179,66309
-183,18787
-192,05017
-197,99194
-201,41602
-202,32239
-208,16345
-210,47974
-205,64575
-207,05566
-213,8031
-209,9762
-208,06274
-208,06274
-210,68115
-203,02734
-207,65991
-196,88416
-183,38928
-173,72131
-166,26892
-164,35547
-159,01794
-153,88184
-147,53723
-136,86218
-137,96997
-136,15723
-136,45935
-137,86926
-142,099
-133,53882
-141,09192
-138,77563
-138,17139
-149,24927
-149,14856
-157,60803
-160,9314
-160,02502
-160,32715
-161,83777
-169,08875
-169,18945
-178,35388
-184,8999
-187,82043
-195,87708
-189,43176
-199,40186
-206,95496
-209,37195
-208,56628
-208,46558
-209,67407
-212,4939
-204,9408
-191,04309
-172,61353
-155,39246
-145,01953
-123,16589
-117,42554
-113,59863
-109,26819
-96,98181
-97,283936
-90,737915
-87,91809
-92,95349
-95,87402
-106,14624
-106,04553
-107,455444
-119,84253
-124,67651
-129,00696
-132,43103
-146,32874
-141,59546
-139,17847
-142,40112
-149,14856
-155,59387
-161,33423
-163,85193
-165,16113
-156,39954
-160,12573
-164,6576
-163,65051
-165,86609
-162,03918
-166,26892
-171,1029
-170,39795
-158,21228
-145,62378
-142,1997
-136,25793
-125,582886
-123,16589
-116,922
-111,68518
-104,63562
-101,815796
-93,0542
-91,04004
-90,83862
-80,4657
-74,72534
-73,11401
-74,72534
-79,660034
-71,60339
-82,47986
-85,702515
-97,58606
-129,20837
-137,36572
-153,17688
-163,4491
-162,44202
-161,53564
-163,5498
-164,05334
-166,26892
-170,09583
-164,05334
-170,49866
-169,89441
-160,32715
-168,38379
-161,43494
-151,26343
-150,55847
-144,01245
-138,87634
-126,48926
-117,526245
-108,76465
-108,05969
-98,794556
-100,20447
-89,227295
-89,52942
-69,89136
-67,17224
-65,963745
-64,75525
-72,006226
-71,09985
-77,34375
-84,2926
-87,716675
-84,99756
-91,04004
-92,44995
-100,808716
-95,97473
-101,01013
-104,23279
-114,30359
-121,75598
-121,9574
-127,597046
-130,21545
-126,690674
-125,98572
-126,48926
-129,81262
-133,94165
-135,35156
-131,42395
-133,43811
-135,25085
-131,92749
-118,33191
-110,980225
-106,8512
-96,780396
-89,227295
-82,78198
-72,509766
-76,23596
-63,546753
-55,59082
-56,69861
-55,892944
-57,10144
-53,878784
-60,72693
-67,977905
-65,76233
-68,78357
-70,19348
-74,12109
-79,45862
-86,40747
-85,09827
-85,60181
-93,15491
-99,3988
-100,00305
-112,18872
-116,519165
-114,20288
-117,72766
-122,66235
-119,84253
-120,14465
-124,97864
-120,14465
-117,32483
-127,89917
-130,41687
-120,34607
-110,6781
-101,21155
-91,14075
-86,30676
-82,88269
-73,516846
-64,75525
-64,35242
-60,525513
-49,850464
-43,807983
-43,807983
-44,110107
-41,290283
-47,735596
-49,0448
-55,792236
-57,20215
-57,806396
-56,19507
-58,61206
-70,09277
-73,013306
-73,91968
-93,65845
-109,973145
-111,78589
-119,540405
-115,31067
-118,93616
-121,25244
-122,86377
-124,072266
-118,63403
-105,23987
-103,22571
-99,60022
-101,412964
-99,19739
-97,38464
-92,55066
-83,58765
-74,82605
-67,977905
-67,8772
-57,907104
-50,454712
-46,627808
-39,779663
-35,95276
-39,074707
-38,269043
-38,067627
-39,074707
-37,161255
-47,836304
-42,800903
-51,864624
-51,663208
-57,70569
-63,345337
-72,9126
-75,027466
-71,80481
-73,71826
-82,07703
-87,41455
-99,70093
-99,09668
-103,62854
-103,62854
-108,56323
-109,57031
-112,69226
-104,03137
-102,420044
-105,6427
-110,17456
-102,62146
-89,93225
-80,06287
-64,453125
-56,900024
-48,641968
-33,032227
-29,30603
-25,076294
-20,443726
-12,890625
-5,9417725
0,70495605
4,6325684
-3,6254883
-8,358765
-7,3516846
-13,796997
-23,867798
-29,80957
-34,039307
-39,98108
-43,50586
-49,54834
-52,972412
-58,914185
-78,149414
-100,50659
-112,69226
-115,512085
-112,59155
-103,829956
-102,319336
-101,815796
-98,99597
-94,56482
-96,57898
-93,55774
-94,3634
-91,64429
-91,04004
-81,87561
-73,31543
-62,438965
-55,59082
-51,864624
-47,634888
-47,03064
-44,110107
-44,210815
-41,592407
-36,053467
-24,169922
-23,062134
-15,408325
-22,76001
-23,76709
-19,638062
-23,26355
-31,118774
-41,693115
-41,793823
-44,210815
-48,339844
-51,05896
-43,807983
-46,325684
-54,58374
-61,029053
-70,79773
-80,96924
-78,552246
-78,552246
-85,40039
-81,87561
-77,545166
-81,27136
-85,5011
-68,07861
-72,61047
-72,30835
-73,21472
-67,07153
-60,62622
-50,253296
-39,88037
-39,175415
-30,413818
-28,198242
-33,032227
-12,991333
-5,2368164
-5,1361084
-4,3304443
-13,293457
-19,839478
-17,422485
-21,652222
-21,652222
-28,29895
-22,25647
-44,815063
-47,232056
-47,232056
-42,700195
-46,5271
-55,69153
-59,317017
-70,69702
-80,163574
-80,06287
-78,35083
-69,79065
-71,60339
-71,80481
-72,30835
-69,1864
-70,19348
-82,27844
-67,17224
-67,27295
-66,36658
-54,281616
-37,96692
-35,95276
-33,233643
-26,28479
-16,616821
-12,387085
-17,019653
-8,660889
-11,480713
-11,178589
-5,8410645
-14,401245
-17,019653
-20,343018
-17,120361
-15,911865
-20,846558
-22,457886
-24,069214
-35,95276
-39,175415
-35,147095
-35,95276
-41,290283
-45,41931
-67,67578
-50,756836
-61,6333
-64,75525
-68,68286
-72,30835
-78,048706
-76,034546
-73,91968
-75,027466
-74,32251
-71,502686
-69,38782
-79,2572
-63,14392
-53,778076
-38,571167
-36,557007
-32,32727
-29,608154
-18,630981
-14,904785
1,7120361
0,9063721
4,1290283
-1,7120361
-4,0283203
-8,358765
-11,581421
-21,853638
-20,443726
-24,472046
-28,097534
-29,910278
-36,557007
-34,44214
-26,78833
-15,509033
-16,21399
-25,881958
-39,678955
-39,578247
-50,253296
-51,763916
-58,813477
-57,806396
-57,000732
-54,281616
-59,317017
-62,13684
-64,35242
-66,970825
-62,13684
-63,043213
-50,454712
-46,728516
-24,673462
-34,94568
-24,371338
-16,012573
-7,9559326
-5,6396484
2,6184082
1,8127441
3,3233643
7,0495605
9,869385
13,595581
10,775757
2,6184082
6,6467285
-4,5318604
-7,4523926
-13,595581
-15,005493
-30,715942
-23,26355
-20,846558
-28,701782
-31,018066
-39,37683
-46,627808
-57,403564
-59,21631
-63,546753
-63,74817
-65,86304
-65,460205
-68,17932
-71,80481
-70,3949
-74,42322
-63,446045
-57,20215
-47,03064
-30,31311
-24,069214
-22,457886
-18,026733
-4,7332764
-4,9346924
1,1077881
1,1077881
1,1077881
1,1077881
1,1077881
1,1077881
1,1077881
1,1077881
1,1077881
1,1077881
1,1077881
1,1077881
1,1077881
1,1077881
1,1077881
-21,954346
-26,687622
-35,549927
-40,786743
-46,224976
-51,361084
-57,504272
-59,21631
-57,302856
-53,475952
-57,000732
-59,1156
-62,338257
-60,22339
-55,892944
-62,64038
-57,403564
-54,986572
-41,4917
-26,889038
-22,860718
-16,818237
-9,063721
-4,3304443
5,9417725
5,3375244
14,199829
17,422485
4,2297363
17,926025
5,9417725
9,063721
6,9488525
3,3233643
3,5247803
-8,963013
-8,862305
-16,113281
-22,25647
-26,687622
-22,357178
-25,680542
-26,486206
-30,615234
-32,730103
-44,41223
-55,08728
-55,18799
-50,454712
-53,07312
-55,490112
-64,85596
-61,532593
-57,70569
-53,878784
-55,389404
-55,69153
-50,857544
-43,807983
-31,32019
-14,804077
-9,466553
-6,5460205
-1,3092041
0,50354004
5,6396484
11,380005
12,991333
12,991333
9,164429
13,796997
6,1431885
12,991333
8,056641
-0,40283203
-7,9559326
-17,019653
-19,033813
-23,666382
-25,78125
-21,853638
-16,818237
-26,083374
-19,940186
-27,694702
-33,9386
-44,0094
-46,627808
-41,088867
-45,92285
-47,332764
-51,5625
-52,670288
-52,468872
-54,281616
-57,70569
