-1,5106201 | -87,716675
-5,5389404 | -109,06677
-6,3446045 | -101,51367
-1,5106201 | -67,07153
-0,10070801 | -51,5625
-4,5318604 | -13,696289
-10,473633 | 72,71118
-7,7545166 | 207,35779
-11,984253 | 379,56848
-7,7545166 | 487,12463
-9,063721 | 508,47473
-10,070801 | 477,65808
-16,314697 | 412,3993
-6,1431885 | 314,91394
-2,6184082 | 242,00134
-6,3446045 | 177,3468
-7,8552246 | 120,64819
-8,963013 | 76,23596
-2,7191162 | 58,914185
-2,9205322 | 44,815063
-5,3375244 | 47,836304
-5,6396484 | 52,670288
-4,1290283 | 55,288696
0,70495605 | 56,5979
5,9417725 | 59,014893
-8,258057 | 73,41614
2,5177002 | 67,37366
-7,3516846 | 35,247803
-3,5247803 | 41,4917
-1,6113281 | 80,76782
-0,40283203 | 113,69934
0,80566406 | 121,554565
-2,5177002 | 87,11243
-2,8198242 | 44,41223
-1,2084961 | 15,005493
-1,6113281 | -12,588501
-1,8127441 | -23,464966
-3,4240723 | -35,247803
3,0212402 | -37,161255
-0,10070801 | -48,641968
-0,30212402 | -59,61914
-8,258057 | -75,4303
-6,5460205 | -77,74658
-8,560181 | -71,502686
-5,7403564 | -74,82605
-6,2438965 | -63,446045
-7,1502686 | -44,311523
-7,7545166 | -10,372925
-3,9276123 | -3,7261963
-0,80566406 | -10,775757
2,6184082 | -10,070801
6,9488525 | -9,667969
0,70495605 | -7,5531006
0,70495605 | -4,3304443
-0,30212402 | 24,874878
-5,6396484 | 44,0094
-6,0424805 | 25,881958
-0,30212402 | 2,8198242
-5,4382324 | -6,1431885
-0,20141602 | -6,9488525
4,4311523 | -0,20141602
1,9134521 | -0,30212402
0,9063721 | -15,206909
2,2155762 | -41,89453
2,7191162 | -45,822144
0,20141602 | -49,749756
-0,70495605 | -36,95984
0,9063721 | -44,110107
-5,2368164 | -51,864624
3,4240723 | -58,71277
-5,1361084 | -62,036133
-1,9134521 | -73,013306
-0,20141602 | -83,78906
-0,10070801 | -85,40039
-3,3233643 | -84,39331
-3,1219482 | -73,61755
-2,9205322 | -32,93152
-6,2438965 | -5,6396484
2,7191162 | 3,6254883
-1,8127441 | -4,8339844
-3,8269043 | -11,581421
-0,9063721 | -33,43506
-4,1290283 | -48,641968
0,30212402 | -63,848877
2,1148682 | -66,970825
0,40283203 | -75,027466
2,3162842 | -70,09277
-2,8198242 | -69,488525
-3,2226562 | -51,663208
-0,60424805 | -32,83081
-2,3162842 | -23,464966
3,2226562 | -19,033813
-7,0495605 | -29,30603
-4,3304443 | -28,903198
-9,466553 | -21,450806
-5,9417725 | 9,265137
-6,0424805 | 41,89453
0,50354004 | 47,131348
7,1502686 | 52,468872
-8,459473 | 52,166748
1,1077881 | 39,678955
-0,20141602 | 32,83081
-5,7403564 | 16,918945
-7,2509766 | 2,5177002
-4,9346924 | -9,567261
-0,10070801 | -30,917358
4,7332764 | -49,850464
1,3092041 | -64,453125
-1,3092041 | -86,709595
2,9205322 | -111,68518
1,1077881 | -131,12183
1,8127441 | -132,43103
1,6113281 | -142,70325
0,50354004 | -147,73865
0,50354004 | -150,9613
-5,8410645 | -151,16272
-8,963013 | -165,76538
-0,30212402 | -170,09583
-3,7261963 | -147,03369
-1,1077881 | -34,34143
-7,4523926 | 188,32397
-5,9417725 | 330,02014
-3,7261963 | 301,21765
-6,4453125 | 209,06982
-5,8410645 | 119,036865
-7,1502686 | 65,76233
-5,6396484 | 39,678955
-5,7403564 | 26,28479
-4,1290283 | 34,44214
-8,963013 | 27,896118
-3,5247803 | 34,039307
-2,3162842 | 32,93152
-7,0495605 | 38,671875
-7,2509766 | 36,254883
-4,1290283 | 49,246216
-0,20141602 | 60,72693
-0,60424805 | 58,61206
3,5247803 | 43,807983
2,3162842 | 29,205322
0,60424805 | 7,1502686
0,60424805 | -10,070801
-2,9205322 | -25,27771
3,9276123 | -29,30603
-1,2084961 | -29,30603
2,4169922 | -41,088867
2,3162842 | -57,10144
6,6467285 | -86,709595
-2,5177002 | -132,1289
-2,2155762 | -168,88733
1,1077881 | -178,95813
8,056641 | -201,91956
2,1148682 | -204,53796
